DateTime,OPEN,HIGH,LOW,CLOSE,VOLUME,VOLUME_AHT,AMOUNT_AHT,AMT,CHG,PCT_CHG,SWING,VWAP
2011-05-04,3192.844,3193.446,3120.961,3129.028,6671634000,NaN,NaN,83567655304,-82.104,-2.556855,2.257304,12.525815
2011-05-05,3115.003,3136.897,3105.854,3126.117,5256774700,NaN,NaN,63009373497,-2.911,-0.093032,0.992097,11.986318
2011-05-06,3093.809,3141.683,3083.908,3121.396,5535218600,NaN,NaN,69747372718,-4.721,-0.151018,1.848139,12.600654
2011-05-09,3126.26,3149.937,3118.141,3129.759,4602740400,NaN,NaN,57287412506,8.363,0.267925,1.018647,12.446371
2011-05-10,3135.146,3153.301,3121.746,3153.221,4093299500,NaN,NaN,54931224820,23.462,0.749642,1.008225,13.419791
2011-05-11,3153.648,3164.65,3127.494,3145.085,4768853300,NaN,NaN,59507719522,-8.136,-0.258022,1.178351,12.478413
2011-05-12,3123.158,3142.397,3101.136,3101.603,4879950100,NaN,NaN,61703080348,-43.482,-1.382538,1.31192,12.644203
2011-05-13,3105.303,3128.442,3080.19,3128.093,4689595100,NaN,NaN,57757204870,26.49,0.854074,1.555712,12.316032
2011-05-16,3120.436,3137.604,3098.776,3100.463,4519431900,NaN,NaN,54238723382,-27.63,-0.883286,1.241267,12.001226
2011-05-17,3097.071,3136.231,3076.946,3116.028,5120373100,NaN,NaN,65417943732,15.565,0.502022,1.912134,12.776011
2011-05-18,3109.294,3145.698,3106.552,3139.379,3964176800,NaN,NaN,49757174173,23.351,0.749384,1.256279,12.551704
2011-05-19,3148.353,3154.935,3118.619,3120.639,4311078200,NaN,NaN,52249679659,-18.74,-0.596933,1.156789,12.119864
2011-05-20,3120.579,3133.429,3113.271,3121.596,3846801200,NaN,NaN,48967028428,0.957,0.030667,0.645957,12.729285
2011-05-23,3115.312,3115.312,3021.45,3022.98,5590247200,NaN,NaN,66976426510,-98.616,-3.159153,3.006859,11.980942
2011-05-24,3013.715,3029.746,2999.885,3026.223,4160894400,NaN,NaN,52971692396,3.243,0.107278,0.9878,12.730843
2011-05-25,3020.323,3030.988,2988.094,2990.343,3928970400,NaN,NaN,48604397867,-35.88,-1.185636,1.41741,12.370772
2011-05-26,3011.466,3021.203,2977.596,2978.381,3700374700,NaN,NaN,48346482355,-11.962,-0.400021,1.458261,13.065294
2011-05-27,2980.721,2996.605,2962.067,2963.308,4277090500,NaN,NaN,52019994149,-15.073,-0.50608,1.159623,12.162472
2011-05-30,2956.575,2982.583,2942.361,2954.506,3467116000,NaN,NaN,42960260576,-8.802,-0.297033,1.357334,12.390777
2011-05-31,2958.607,3001.727,2946.146,3001.556,3968939900,NaN,NaN,50553386204,47.05,1.592483,1.881228,12.737252
2011-06-01,2996.085,3006.556,2985.711,3004.173,3841932700,NaN,NaN,49060076491,2.617,0.087188,0.694473,12.769635
2011-06-02,2970.634,2984.491,2923.016,2955.705,5261786700,NaN,NaN,61748347004,-48.468,-1.613356,2.04632,11.735243
2011-06-03,2951.579,2993.895,2951.201,2986.349,3907616400,NaN,NaN,49273758984,30.644,1.036775,1.444461,12.609671
2011-06-07,2977.681,3006.569,2974.361,3004.262,3685233200,NaN,NaN,49859134919,17.913,0.599829,1.078508,13.529438
2011-06-08,3003.581,3012.806,2965.923,3008.652,4290875800,NaN,NaN,51123188095,4.39,0.146126,1.56055,11.914395
2011-06-09,3000.404,3004.06,2951.889,2951.889,4749663600,NaN,NaN,55381280377,-56.763,-1.886659,1.734032,11.660043
2011-06-10,2947.927,2964.079,2925.868,2961.932,4220188200,NaN,NaN,50942992933,10.043,0.340223,1.294459,12.071261
2011-06-13,2940.391,2957.523,2921.746,2950.348,3835166800,NaN,NaN,46991283431,-11.584,-0.391096,1.207894,12.252735
2011-06-14,2947.655,3000.526,2943.531,2993.559,5598281500,NaN,NaN,66158911408,43.211,1.464607,1.931806,11.817718
